video_label,Label,Avg,Stats,Serial
BRI_WILTY_EP59_truth_12,truth,79.6,"mean=79.6, std=6.4, max=92, min=68, range=24","[68 68 69 72 77 83 86 83 76 72 73 77 81 81 78 77 81 88 92 90 87 88 89 87
 82 79 78 78 78 77 76 76]"
BRI_WILTY_EP59_truth_19,truth,81.5,"mean=81.5, std=7.4, max=96, min=72, range=24",[86 89 90 86 79 75 78 88 96 96 87 78 73 72 73 74 76 77 78 79]
BRI_WILTY_EP59_truth_3,truth,78.5,"mean=78.5, std=5.5, max=91, min=70, range=21",[75 74 74 75 78 83 85 83 77 71 70 72 75 78 78 77 75 75 79 87 91 89 84 80]
BRI_WILTY_EP59_truth_5,truth,74.3,"mean=74.3, std=4.1, max=86, min=66, range=20","[74 72 70 70 72 75 76 75 72 70 70 72 72 73 75 79 84 86 81 74 72 73 75 76
 77 77 76 76 75 73 69 66]"
BRI_WILTY_EP59_truth_8,truth,77.0,"mean=77.0, std=5.0, max=85, min=70, range=15",[79 79 77 75 72 71 70 72 77 83 85 84]
BRI_WILTY_EP59_truth_9,truth,74.1,"mean=74.1, std=5.6, max=89, min=69, range=20","[69 70 72 73 74 74 74 73 73 73 72 71 70 70 70 70 69 69 69 69 73 79 86 89
 86 82 79 78]"
BRI_WILTY_EP60_lie_17,lie,90.2,"mean=90.2, std=4.7, max=102, min=79, range=23","[ 90  90  91  92  92  92  91  90  87  82  79  81  86  91  94  92  91  91
  92  91  89  92  97 102]"
BRI_WILTY_EP60_lie_22,lie,87.2,"mean=87.2, std=3.5, max=93, min=81, range=12",[88 88 88 88 86 82 81 84 87 90 92 93]
BRI_WILTY_EP60_lie_8,lie,89.0,"mean=89.0, std=5.6, max=100, min=78, range=22","[ 83  81  81  86  95 100  98  93  90  90  91  92  91  89  90  93  94  91
  85  80  78  79  83  86  87  87  88  89  91  94  96  96]"
BRI_WILTY_EP60_lie_9,lie,86.8,"mean=86.8, std=5.8, max=98, min=78, range=20",[98 97 96 94 90 85 82 82 83 83 81 79 78 81 85 88 89 89 89 88]
BRI_WILTY_EP61_lie_18,lie,82.9,"mean=82.9, std=6.2, max=89, min=73, range=16",[75 73 73 78 82 85 87 87 88 89 89 89]
BRI_WILTY_EP61_lie_23,lie,88.0,"mean=88.0, std=8.3, max=113, min=77, range=36","[ 91  92  92  94  94  93  90  87  86  84  81  79  77  80  83  85  84  81
  79  81  87  95 105 113]"
BRI_WILTY_EP61_lie_26,lie,85.4,"mean=85.4, std=6.5, max=100, min=73, range=27","[ 88  88  88  87  86  84  83  84  84  84  82  77  73  74  79  86  93  98
 100  96  87  82  82  85]"
BRI_WILTY_EP61_lie_29,lie,88.4,"mean=88.4, std=7.6, max=111, min=77, range=34","[ 92  91  89  88  85  82  83  89  95  94  91  87  83  79  77  79  82  84
  85  87  90  95 104 111]"
BRI_WILTY_EP61_lie_32,lie,85.6,"mean=85.6, std=3.9, max=95, min=77, range=18","[88 86 84 80 77 78 80 81 83 83 84 84 84 84 85 86 87 88 87 86 84 84 87 90
 90 88 84 82 86 91 92 88 85 88 92 95]"
BRI_WILTY_EP61_truth_10,truth,74.9,"mean=74.9, std=6.0, max=90, min=66, range=24",[73 73 72 72 71 70 69 69 71 74 77 81 87 90 87 81 75 72 73 75 76 74 70 66]
BRI_WILTY_EP61_truth_13,truth,74.5,"mean=74.5, std=6.1, max=87, min=65, range=22",[76 75 73 71 69 68 69 71 73 78 83 87 85 82 79 76 73 70 67 65]
BRI_WILTY_EP61_truth_16,truth,83.0,"mean=83.0, std=10.0, max=102, min=73, range=29",[ 77  79  83  91 100 102  99  91  84  78  75  74  73  73  74  75]
BRI_WILTY_EP61_truth_17,truth,74.2,"mean=74.2, std=5.0, max=85, min=63, range=22","[78 78 78 78 77 75 71 67 64 63 65 72 81 85 81 74 70 70 72 74 75 75 76 76
 76 76 75 75]"
BRI_WILTY_EP61_truth_19,truth,79.8,"mean=79.8, std=5.8, max=89, min=70, range=19",[70 71 73 76 78 77 76 74 74 75 79 84 86 83 78 76 78 83 87 88 89 89 87 84]
BRI_WILTY_EP61_truth_33,truth,78.1,"mean=78.1, std=6.5, max=93, min=69, range=24","[76 80 83 81 75 71 69 70 72 72 72 72 73 77 83 86 83 77 71 69 71 76 82 89
 93 91 86 82 80 80 79 79]"
BRI_WILTY_EP61_truth_34,truth,78.0,"mean=78.0, std=8.1, max=91, min=67, range=24",[76 75 73 70 68 67 67 69 72 77 84 88 88 85 86 90 91 85 77 73]
BRI_WILTY_EP61_truth_9,truth,76.3,"mean=76.3, std=4.5, max=87, min=69, range=18","[74 73 71 70 71 72 73 73 74 75 78 82 83 82 81 81 77 73 71 72 73 74 75 76
 76 77 77 77 77 80 84 87 85 80 74 69]"
BRI_WILTY_EP62_lie_14,lie,84.9,"mean=84.9, std=7.9, max=98, min=70, range=28","[91 92 93 96 97 95 90 85 83 88 95 98 96 90 86 83 83 82 81 79 75 71 70 72
 76 78 77 77 80 84 86 87]"
BRI_WILTY_EP62_lie_18,lie,89.2,"mean=89.2, std=8.5, max=111, min=81, range=30",[ 86  83  81  82  85  87  87  86  87  93 102 111]
BRI_WILTY_EP62_lie_25,lie,85.0,"mean=85.0, std=6.0, max=96, min=78, range=18",[92 91 90 86 82 79 80 83 88 93 96 94 89 84 81 79 79 78 78 78]
BRI_WILTY_EP62_lie_26,lie,88.4,"mean=88.4, std=4.7, max=97, min=79, range=18",[91 91 91 90 89 88 87 87 88 90 93 93 87 83 85 92 97 96 92 88 84 81 79 79]
BRI_WILTY_EP62_lie_27,lie,87.1,"mean=87.1, std=7.0, max=103, min=78, range=25",[103  97  88  81  78  78  82  85  87  88  89  89]
BRI_WILTY_EP62_lie_28,lie,92.0,"mean=92.0, std=4.9, max=103, min=84, range=19","[ 84  89  92  92  91  89  89  88  87  88  91  97 102 103 100  95  91  90
  90  91]"
BRI_WILTY_EP62_truth_11,truth,76.3,"mean=76.3, std=4.6, max=86, min=69, range=17","[73 71 69 70 73 75 75 75 75 75 75 76 78 83 85 83 78 74 71 70 73 80 85 86
 83 80 77 75 73 74 76 77]"
BRI_WILTY_EP62_truth_13,truth,76.6,"mean=76.6, std=3.8, max=83, min=71, range=12",[77 80 83 82 78 74 71 71 73 75 77 78]
BRI_WILTY_EP62_truth_21,truth,76.1,"mean=76.1, std=7.4, max=92, min=67, range=25","[68 69 71 75 79 84 90 92 87 78 71 67 67 68 68 68 70 72 73 74 75 75 77 81
 87 89 87 80 74 71 72 75]"
BRI_WILTY_EP62_truth_23,truth,84.3,"mean=84.3, std=7.4, max=101, min=75, range=26","[ 94  93  88  82  78  76  75  75  77  81  84  82  80  82  90  99 101  98
  94  91  86  80  77  77  80  87  93  94  89  83  79  78  78  78  78  79]"
BRI_WILTY_EP62_truth_3,truth,74.0,"mean=74.0, std=2.5, max=78, min=70, range=8",[74 74 73 72 72 72 72 73 72 72 70 70 71 73 76 77 76 75 76 77 78 78 77 77]
BRI_WILTY_EP63_lie_29,lie,91.2,"mean=91.2, std=7.5, max=103, min=79, range=24",[ 92  93  96  96  91  84  79  79  82  85  88  93 100 103 101  98]
BRI_WILTY_EP63_lie_30,lie,93.3,"mean=93.3, std=9.2, max=116, min=79, range=37","[116 111 107 102  95  85  79  79  81  84  84  85  88  91  93  91  88  86
  86  90  97 104 108 106 100  95  93  93  94  93  92  91]"
BRI_WILTY_EP63_truth_11,truth,78.6,"mean=78.6, std=7.3, max=94, min=73, range=21",[75 74 73 73 74 74 74 75 79 86 92 94]
BRI_WILTY_EP63_truth_13,truth,82.9,"mean=82.9, std=5.7, max=97, min=77, range=20",[97 96 92 86 82 80 80 79 78 77 79 84 85 81 78 80 84 83 80 77]
BRI_WILTY_EP63_truth_14,truth,79.5,"mean=79.5, std=11.4, max=113, min=66, range=47","[113 106  98  90  85  81  78  73  71  73  80  88  91  87  80  75  73  72
  71  69  67  66  68  71  73  75  76  77]"
BRI_WILTY_EP63_truth_22,truth,81.1,"mean=81.1, std=8.8, max=103, min=72, range=31","[ 78  78  77  76  75  74  73  72  72  73  77  80  80  80  84  94 103 103
  95  86  81  79  78  78]"
BRI_WILTY_EP63_truth_23,truth,75.3,"mean=75.3, std=3.5, max=85, min=71, range=14",[72 72 73 75 76 75 74 73 74 77 82 85 80 74 71 72 73 75 76 77]
BRI_WILTY_EP63_truth_26,truth,74.1,"mean=74.1, std=3.9, max=83, min=66, range=17",[75 74 73 74 77 81 83 79 73 71 72 74 75 76 75 74 72 70 68 66]
BRI_WILTY_EP63_truth_3,truth,73.4,"mean=73.4, std=5.3, max=86, min=64, range=22","[76 76 76 76 75 74 76 82 86 85 80 76 74 72 70 69 70 72 73 72 71 69 66 64
 64 68 71 73]"
BRI_WILTY_EP63_truth_4,truth,72.8,"mean=72.8, std=6.7, max=85, min=64, range=21","[76 76 77 77 77 77 79 83 85 82 76 72 69 68 66 65 64 64 64 64 64 64 65 64
 64 66 71 75 77 78 79 79 79 79 78 78]"
BRI_WILTY_EP63_truth_7,truth,79.7,"mean=79.7, std=8.1, max=102, min=71, range=31","[102  99  94  87  80  76  74  74  74  74  74  74  77  81  83  79  74  72
  73  73  74  73  71  71  74  80  87  91  89  84  81  80]"
BRI_WILTY_EP64_lie_10,lie,90.1,"mean=90.1, std=8.4, max=110, min=77, range=33",[110 102  94  88  86  85  85  89  94  97  96  92  87  81  78  77]
BRI_WILTY_EP64_lie_11,lie,86.1,"mean=86.1, std=4.6, max=93, min=78, range=15",[93 93 92 89 86 81 78 78 81 84 87 89 89 86 86 86]
BRI_WILTY_EP64_lie_14,lie,84.8,"mean=84.8, std=5.2, max=96, min=77, range=19",[77 78 81 86 89 90 90 89 87 84 81 78 79 81 83 83 84 88 93 96]
BRI_WILTY_EP64_truth_12,truth,77.9,"mean=77.9, std=8.4, max=92, min=67, range=25","[75 73 70 68 67 67 67 67 68 69 70 71 71 70 71 78 87 92 89 82 77 76 76 77
 79 83 89 92 89 83 80 80 82 88 91 92]"
BRI_WILTY_EP64_truth_18,truth,73.5,"mean=73.5, std=5.8, max=90, min=65, range=25","[70 76 85 90 87 80 74 72 70 68 66 65 65 67 69 71 72 73 73 71 68 67 69 72
 75 78 79 80 79 76 73 70 71 73 75 76]"
BRI_WILTY_EP64_truth_19,truth,83.2,"mean=83.2, std=8.7, max=111, min=74, range=37","[ 77  76  76  75  75  74  75  76  79  83  85  82  78  80  90 104 111 105
  91  78  74  76  82  86  84  81  79  80  84  89  92  90  85  81  81  81]"
BRI_WILTY_EP64_truth_20,truth,77.4,"mean=77.4, std=7.5, max=97, min=67, range=30","[72 72 74 76 77 76 76 79 87 95 97 90 82 76 74 73 71 68 67 68 71 72 73 73
 73 74 76 77 80 84 87 88]"
BRI_WILTY_EP64_truth_6,truth,79.8,"mean=79.8, std=8.3, max=100, min=71, range=29","[ 75  73  72  73  76  77  77  75  75  78  84  87  84  77  73  71  72  72
  73  74  77  84  93 100 100  94  87  82]"
BRI_WILTY_EP65_lie_8,lie,92.1,"mean=92.1, std=8.7, max=116, min=80, range=36","[ 88  89  90  90  91  94 102 112 116 108  94  83  80  82  85  87  88  89
  89  90  91  91  91  91]"
BRI_WILTY_EP65_truth_1,truth,80.0,"mean=80.0, std=3.5, max=87, min=77, range=10",[77 77 78 78 78 77 79 84 87 86 81 78]
BRI_WILTY_EP65_truth_13,truth,79.8,"mean=79.8, std=6.5, max=91, min=72, range=19",[76 76 76 79 84 88 90 91 90 83 75 72 73 74 75 75]
BRI_WILTY_EP65_truth_14,truth,79.8,"mean=79.8, std=4.5, max=90, min=71, range=19","[78 77 78 81 86 90 87 81 77 75 76 79 84 86 84 80 80 82 80 77 75 75 76 77
 80 84 86 84 79 75 72 71]"
BRI_WILTY_EP65_truth_16,truth,74.2,"mean=74.2, std=6.4, max=98, min=68, range=30",[98 88 76 70 68 69 70 71 72 72 72 73 74 74 74 72 70 69 70 73 75 76 77 77]
BRI_WILTY_EP65_truth_2,truth,74.2,"mean=74.2, std=6.5, max=86, min=63, range=23",[73 74 75 79 84 86 84 79 75 72 70 69 70 69 66 63]
BRI_WILTY_EP65_truth_4,truth,77.8,"mean=77.8, std=8.6, max=93, min=68, range=25",[86 90 93 88 78 70 68 69 71 73 74 74]
BRI_WILTY_EP65_truth_5,truth,82.2,"mean=82.2, std=7.2, max=96, min=71, range=25","[88 91 92 86 78 74 75 79 86 89 85 78 73 71 72 78 87 95 95 87 80 76 76 76
 76 77 78 79 81 85 91 96]"
BRI_WILTY_EP66_lie_10,lie,88.2,"mean=88.2, std=5.1, max=99, min=79, range=20","[95 98 98 95 89 83 79 81 84 86 86 86 86 86 86 86 86 85 85 86 90 96 99 97
 92 88 86 85 86 87 87 85]"
BRI_WILTY_EP66_lie_11,lie,89.2,"mean=89.2, std=7.5, max=101, min=73, range=28","[ 84  82  82  88  96 101  99  95  95  98 101  99  93  87  81  77  73  73
  75  79  85  90  95  97  96  92  90  89  89  90  90  90  90  90  90  89]"
BRI_WILTY_EP66_lie_12,lie,85.4,"mean=85.4, std=7.8, max=109, min=77, range=32",[ 88  86  83  79  77  79  82  85  85  85  83  80  80  87  99 109]
BRI_WILTY_EP66_truth_1,truth,70.1,"mean=70.1, std=4.5, max=74, min=57, range=17",[57 61 68 72 74 74 73 72 71 71 71 72 72 71 71 71]
BRI_WILTY_EP66_truth_13,truth,77.5,"mean=77.5, std=7.7, max=97, min=72, range=25",[97 90 81 75 73 73 74 73 72 72 74 76]
BRI_WILTY_EP66_truth_4,truth,78.2,"mean=78.2, std=4.2, max=87, min=73, range=14",[77 76 77 80 85 87 82 75 73 74 76 77]
BRI_WILTY_EP66_truth_5,truth,77.9,"mean=77.9, std=3.8, max=87, min=73, range=14","[75 75 76 79 79 76 73 74 77 82 85 83 79 76 75 75 75 76 77 78 76 74 73 77
 83 87 85 81]"
BRI_WILTY_EP66_truth_7,truth,82.6,"mean=82.6, std=9.3, max=110, min=74, range=36","[ 88  87  83  78  74  74  76  83  95 107 110 101  88  79  80  86  90  88
  82  77  75  75  76  77  77  78  78  77  76  76  75  76]"
BRI_WILTY_EP66_truth_8,truth,76.1,"mean=76.1, std=5.8, max=86, min=66, range=20","[73 72 72 74 77 78 79 79 81 84 85 82 78 74 72 71 70 69 68 66 66 71 79 86
 86 82 79 78]"
BRI_WILTY_EP66_truth_9,truth,83.8,"mean=83.8, std=10.7, max=108, min=73, range=35",[ 94  89  82  78  75  73  73  74  77  85  97 108]
LS_WILTY_EP10_lie1,lie,90.5,"mean=90.5, std=8.3, max=109, min=79, range=30","[109 102  95  94  97 101 102 101  97  93  90  89  88  87  86  85  85  84
  84  83  82  80  79  79]"
LS_WILTY_EP10_lie11,lie,93.9,"mean=93.9, std=5.4, max=104, min=87, range=17",[104 100  94  90  88  87  87  90  95  99  98  95]
LS_WILTY_EP10_lie8,lie,85.6,"mean=85.6, std=3.6, max=91, min=78, range=13",[89 88 87 87 86 84 83 85 88 91 90 88 85 82 79 78]
LS_WILTY_EP10_lie9,lie,87.5,"mean=87.5, std=5.7, max=101, min=80, range=21","[ 86  92  99 101  98  92  88  86  85  85  86  86  85  85  85  83  81  80
  82  85]"
LS_WILTY_EP10_truth1,truth,73.8,"mean=73.8, std=4.5, max=84, min=65, range=19",[82 84 83 80 75 74 74 75 74 74 73 72 72 72 72 71 69 69 71 74 75 73 69 65]
LS_WILTY_EP10_truth3,truth,77.0,"mean=77.0, std=5.8, max=90, min=69, range=21","[76 76 76 78 81 85 86 81 75 74 77 82 85 82 76 71 69 70 70 69 69 72 79 86
 90 87 82 79 77 77 77 76 74 71 69 69]"
LS_WILTY_EP10_truth4,truth,80.4,"mean=80.4, std=8.6, max=98, min=69, range=29","[76 76 76 76 76 75 76 77 81 89 96 96 89 85 88 94 98 96 89 82 78 77 76 76
 76 75 73 72 71 70 70 69]"
LS_WILTY_EP10_truth5,truth,83.8,"mean=83.8, std=5.0, max=92, min=75, range=17",[85 89 92 88 81 76 75 79 84 88 86 83]
LS_WILTY_EP10_truth6,truth,74.3,"mean=74.3, std=4.3, max=85, min=68, range=17",[76 77 76 74 73 72 71 71 71 71 69 68 68 70 73 77 82 85 82 78 75 75 75 75]
LS_WILTY_EP10_truth7,truth,74.3,"mean=74.3, std=6.4, max=89, min=65, range=24","[78 78 76 75 74 73 71 71 70 69 67 66 65 66 69 72 75 75 75 73 71 70 74 79
 84 89 89 86]"
LS_WILTY_EP10_truth8,truth,80.9,"mean=80.9, std=7.9, max=98, min=73, range=25","[77 77 76 75 73 74 77 78 78 77 76 76 76 76 76 77 80 87 93 93 90 91 97 98
 95 93 91 86 79 75 73 74 75 75 74 74]"
LS_WILTY_EP10_truth9,truth,80.0,"mean=80.0, std=6.3, max=90, min=70, range=20",[73 71 70 71 74 79 86 90 88 83 82 84 86 84 81 78]
LS_WILTY_EP11_lie1,lie,88.3,"mean=88.3, std=7.2, max=102, min=76, range=26","[ 89  90  90  90  90  90  89  86  83  82  84  86  87  86  83  79  77  76
  76  76  78  82  87  91  94  97 100 102 102  99  97  96  94  91  90  89]"
LS_WILTY_EP11_lie10,lie,84.7,"mean=84.7, std=6.4, max=98, min=69, range=29","[69 70 73 77 81 83 84 85 85 85 85 86 86 86 84 82 84 91 98 96 89 84 85 88
 90 90 88 87]"
LS_WILTY_EP11_lie12,lie,87.4,"mean=87.4, std=9.1, max=104, min=73, range=31","[ 88  86  81  76  73  74  77  82  85  85  86  86  87  89  91  94  99 103
 104 103]"
LS_WILTY_EP11_lie13,lie,88.5,"mean=88.5, std=9.5, max=111, min=73, range=38","[ 89  89  90  93  96  98  96  91  85  79  73  73  77  80  83  84  87  93
 103 111]"
LS_WILTY_EP11_lie2,lie,85.0,"mean=85.0, std=5.9, max=94, min=77, range=17",[93 94 94 90 83 79 79 80 78 77 79 82 86 88 89 89]
LS_WILTY_EP11_lie6,lie,92.1,"mean=92.1, std=5.8, max=111, min=81, range=30","[ 91  92  94  94  91  89  90  93  95  94  93  95  94  89  82  81  84  88
  89  90  90  91  91  92  93  97 105 111]"
LS_WILTY_EP11_lie7,lie,87.4,"mean=87.4, std=8.0, max=106, min=71, range=35","[ 86  86  86  87  90  94  96  93  87  81  75  71  71  76  81  84  84  82
  80  79  82  86  89  91  93  96  99  99  92  86  84  87  90  95 101 106]"
LS_WILTY_EP11_lie8,lie,90.9,"mean=90.9, std=4.2, max=102, min=86, range=16","[ 88  88  87  86  86  89  94  97  96  94  94  93  89  86  87  88  89  89
  89  89  90  93  98 102]"
LS_WILTY_EP11_lie9,lie,86.9,"mean=86.9, std=8.4, max=101, min=73, range=28","[ 96  99 101 101  99  96  93  91  90  91  93  97  99  96  90  87  85  85
  85  85  85  83  80  78  80  83  85  85  83  79  74  73  74  76  76  74]"
LS_WILTY_EP11_truth1,truth,80.8,"mean=80.8, std=6.2, max=90, min=71, range=19",[73 75 80 87 90 85 76 71 72 76 82 87 89 87 83 80]
LS_WILTY_EP11_truth3,truth,74.4,"mean=74.4, std=4.3, max=85, min=68, range=17",[75 74 73 70 68 68 74 82 85 81 75 72 72 72 71 72 74 76 76 77]
LS_WILTY_EP11_truth4,truth,77.1,"mean=77.1, std=6.8, max=94, min=69, range=25",[76 77 78 78 77 74 71 69 69 76 86 94]
LS_WILTY_EP11_truth6,truth,80.1,"mean=80.1, std=8.6, max=98, min=71, range=27",[73 72 71 73 75 77 77 76 74 75 79 88 97 98 91 85]
LS_WILTY_EP12_lie1,lie,86.5,"mean=86.5, std=5.6, max=102, min=79, range=23","[ 88  87  87  86  86  86  85  83  80  79  81  85  88  92  98 102 100  92
  85  83  85  87  85  82  80  81  84  86]"
LS_WILTY_EP12_lie10,lie,93.1,"mean=93.1, std=3.5, max=99, min=88, range=11",[99 95 90 88 90 95 98 97 94 91 90 90]
LS_WILTY_EP12_lie11,lie,84.6,"mean=84.6, std=6.0, max=95, min=74, range=21",[89 89 87 83 78 74 74 78 87 95 95 92 89 87 84 81 79 81 84 85]
LS_WILTY_EP12_lie12,lie,89.1,"mean=89.1, std=6.6, max=96, min=76, range=20",[91 92 92 92 92 93 96 96 90 82 77 76]
LS_WILTY_EP12_lie13,lie,81.6,"mean=81.6, std=6.6, max=92, min=73, range=19",[91 91 88 83 77 73 73 76 78 78 76 76 79 85 89 92]
LS_WILTY_EP12_lie14,lie,88.1,"mean=88.1, std=6.6, max=99, min=76, range=23",[96 98 99 97 94 91 89 87 86 86 86 85 83 79 76 77 82 88 91 92]
LS_WILTY_EP12_lie2,lie,86.9,"mean=86.9, std=9.8, max=112, min=76, range=36","[111 103  91  82  78  79  82  83  81  78  76  77  80  82  84  85  86  86
  87  87  86  82  80  83  89  97 106 112]"
LS_WILTY_EP12_lie3,lie,87.4,"mean=87.4, std=7.0, max=102, min=80, range=22",[ 87  86  85  84  83  82  80  80  86  94 100 102]
LS_WILTY_EP12_lie5,lie,86.7,"mean=86.7, std=5.9, max=102, min=76, range=26","[ 86  85  82  82  85  90  95  97  95  91  89  88  87  86  84  82  78  76
  78  82  84  85  85  85  86  88  95 102]"
LS_WILTY_EP12_lie6,lie,95.4,"mean=95.4, std=7.1, max=105, min=85, range=20",[ 90  94  97  98 100 103 105 105 104 101  96  89  86  85  86  87]
LS_WILTY_EP12_lie7,lie,87.2,"mean=87.2, std=8.6, max=103, min=62, range=41","[ 91  90  89  88  89  89  89  89  88  88  88  91  96 101 103 100  95  90
  87  85  82  81  82  84  82  76  68  62]"
LS_WILTY_EP12_lie8,lie,84.3,"mean=84.3, std=4.0, max=92, min=76, range=16",[88 88 87 86 86 85 84 81 78 76 78 82 84 83 81 80 83 88 91 92 89 85 84 85]
LS_WILTY_EP13_lie10,lie,87.0,"mean=87.0, std=5.0, max=99, min=79, range=20","[89 88 87 87 88 90 88 84 83 85 86 87 86 85 84 84 84 83 82 79 79 81 88 95
 99 98 94 92]"
LS_WILTY_EP13_lie2,lie,93.6,"mean=93.6, std=6.9, max=112, min=85, range=27","[ 92  93  96  99 101 102 102  98  92  87  86  85  85  86  87  90  92  91
  90  89  91  96 105 112]"
LS_WILTY_EP13_lie3,lie,95.1,"mean=95.1, std=7.0, max=113, min=89, range=24",[113 106  98  93  90  91  93  94  93  91  90  89]
LS_WILTY_EP13_lie5,lie,91.8,"mean=91.8, std=9.7, max=111, min=79, range=32","[ 88  87  86  84  81  79  80  82  84  85  85  86  89  93 101 109 111 108
 105 103 100  95  92  90]"
LS_WILTY_EP13_lie7,lie,85.0,"mean=85.0, std=10.3, max=105, min=66, range=39","[ 87  87  89  90  92  95  98 102 105 105 102  97  94  92  90  86  82  80
  80  82  82  79  77  77  77  75  73  71  69  66  68  74  80  84  86  87]"
LS_WILTY_EP13_lie8,lie,89.0,"mean=89.0, std=5.1, max=98, min=80, range=18",[86 82 80 85 93 98 96 91 88 89 90 90]
LS_WILTY_EP13_truth1,truth,75.7,"mean=75.7, std=5.9, max=91, min=68, range=23","[76 74 72 73 78 87 91 87 79 77 81 86 85 79 74 70 68 69 71 72 73 72 70 69
 69 72 74 74 74 74 75 76]"
LS_WILTY_EP13_truth2,truth,80.3,"mean=80.3, std=8.7, max=96, min=70, range=26","[96 91 86 84 85 85 82 77 72 70 70 70 71 71 71 71 71 71 73 78 86 93 96 95
 93 92 91 88 82 78 75 73 74 76 77 77]"
LS_WILTY_EP13_truth3,truth,77.4,"mean=77.4, std=6.1, max=87, min=67, range=20","[80 80 79 78 76 74 71 69 69 68 67 68 71 77 84 87 83 76 72 75 82 87 87 84
 81 80 80 81]"
LS_WILTY_EP13_truth4,truth,75.9,"mean=75.9, std=7.7, max=95, min=67, range=28","[77 77 76 74 70 68 68 69 68 67 68 69 70 71 72 73 73 74 76 81 88 94 95 93
 88 80 74 73 74 76 77 77]"
LS_WILTY_EP13_truth5,truth,74.5,"mean=74.5, std=4.1, max=80, min=65, range=15",[75 76 77 78 78 78 77 77 76 75 74 71 68 65 66 71 77 80 77 74]
LS_WILTY_EP13_truth6,truth,77.4,"mean=77.4, std=8.3, max=97, min=69, range=28",[74 73 71 70 69 69 70 71 73 78 82 83 83 85 91 97]
LS_WILTY_EP13_truth7,truth,78.0,"mean=78.0, std=6.7, max=93, min=70, range=23",[77 77 80 84 86 83 78 74 71 70 72 73 74 73 71 71 76 85 91 93]
LS_WILTY_EP14_lie1,lie,85.9,"mean=85.9, std=7.2, max=100, min=72, range=28","[ 97  99 100  98  94  90  89  88  87  87  86  86  84  81  79  81  85  90
  93  92  87  82  79  77  74  72  74  78  82  85  86  87]"
LS_WILTY_EP14_lie10,lie,84.8,"mean=84.8, std=7.1, max=107, min=74, range=33","[107 100  92  86  82  79  79  83  87  85  81  77  76  75  75  78  82  85
  86  85  83  78  74  74  80  86  90  92  92  91  90  89  88  88  88  88]"
LS_WILTY_EP14_lie2,lie,93.0,"mean=93.0, std=7.7, max=104, min=78, range=26","[ 89  90  94  99 101  98  92  86  81  78  80  84  90  96  99  98  98 100
 103 104]"
LS_WILTY_EP14_lie3,lie,89.1,"mean=89.1, std=10.2, max=106, min=69, range=37",[ 89  89  90  92  96 102 106 104  97  90  85  83  82  79  73  69]
LS_WILTY_EP14_lie4,lie,86.9,"mean=86.9, std=9.6, max=107, min=69, range=38","[ 89  89  89  90  93  96  97  95  90  86  83  79  78  79  83  85  85  84
  81  78  76  76  76  73  69  70  78  88  98 104 107 105 100  95  92  91]"
LS_WILTY_EP14_lie5,lie,90.3,"mean=90.3, std=7.9, max=102, min=79, range=23",[ 89  86  82  79  79  82  84  86  89  93  97  99 101 102 100  97]
LS_WILTY_EP14_lie8,lie,88.0,"mean=88.0, std=9.1, max=103, min=69, range=34","[ 88  88  87  86  85  83  79  74  69  69  73  79  83  85  90  96 103 103
  98  91  85  83  85  90  96 100 102 100  95  92  90  89]"
LS_WILTY_EP14_truth8,truth,71.7,"mean=71.7, std=4.2, max=77, min=64, range=13",[75 73 70 67 65 64 66 69 72 73 73 74 76 77 77 76]
LS_WILTY_EP14_truth9,truth,79.2,"mean=79.2, std=6.2, max=98, min=71, range=27","[78 78 78 77 76 73 71 72 74 76 76 76 75 75 76 80 85 87 83 77 76 81 86 85
 79 75 73 73 76 84 94 98 92 84 78 76]"
LS_WILTY_EP1_lie1,lie,90.0,"mean=90.0, std=4.5, max=97, min=81, range=16","[93 92 90 87 83 81 83 85 88 91 95 96 91 88 92 96 94 89 86 86 86 86 88 91
 95 97 97 95]"
LS_WILTY_EP1_lie3,lie,85.1,"mean=85.1, std=5.9, max=99, min=76, range=23",[88 88 86 84 82 83 82 79 76 77 81 84 87 90 95 99]
LS_WILTY_EP1_lie5,lie,92.7,"mean=92.7, std=6.5, max=105, min=81, range=24","[105  99  93  88  86  85  85  86  89  95  98  97  95  95  98 101 100  93
  85  81]"
LS_WILTY_EP1_lie6,lie,86.6,"mean=86.6, std=6.0, max=96, min=76, range=20","[90 91 91 92 91 89 85 80 76 76 76 77 79 81 83 84 84 83 81 83 89 94 94 89
 86 88 93 96 95 93 92 91]"
LS_WILTY_EP1_lie7,lie,86.4,"mean=86.4, std=4.0, max=92, min=79, range=13",[92 91 90 87 83 81 83 89 91 88 82 79 82 86 89 90]
LS_WILTY_EP1_lie8,lie,91.5,"mean=91.5, std=4.9, max=100, min=80, range=20","[100  91  82  80  82  86  90  92  95  98  99  97  92  89  88  90  93  95
  93  89  87  88  92  95  94  91  87  86  88  91  97 100  98  95  92  91]"
LS_WILTY_EP1_truth1,truth,81.1,"mean=81.1, std=9.2, max=104, min=70, range=34","[104  95  86  81  78  78  79  82  83  80  76  73  71  70  70  72  75  81
  90  98]"
LS_WILTY_EP1_truth3,truth,78.8,"mean=78.8, std=6.5, max=90, min=68, range=22",[68 68 69 71 76 83 87 85 80 77 76 77 78 79 81 85 89 90 83 75]
